Geography Code,LGD2014_nm,Area_ha,Perim_km,Geography,All usual residents,"Area (hectares)
[note 1, 2]",Population density (number of usual residents per hectare)
N20000131,Antrim and Newtownabbey,5.48,1.08,Three_Mile_Water_A4,390,5.48,71.19308684277878
N20000132,Antrim and Newtownabbey,22.63,2.05,Three_Mile_Water_E1,606,22.63,26.77363176995159
N20000133,Antrim and Newtownabbey,20.12,2.99,Three_Mile_Water_C3,740,20.12,36.77663405051997
N20000134,Antrim and Newtownabbey,19.43,2.45,Three_Mile_Water_E2,676,19.43,34.79493768644928
N20000135,Antrim and Newtownabbey,19.46,2.02,Three_Mile_Water_D2,523,19.46,26.87812651750986
N20000136,Antrim and Newtownabbey,14.63,1.88,Three_Mile_Water_D3,493,14.63,33.69120926821103
N20000137,Antrim and Newtownabbey,13.59,1.82,Three_Mile_Water_B2,456,13.59,33.55396741121638
N20000138,Antrim and Newtownabbey,12.55,1.66,Three_Mile_Water_K1,497,12.55,39.592133117783455
N20000139,Antrim and Newtownabbey,44.46,3.97,Three_Mile_Water_B3,462,44.46,10.390268792513211
N20000140,Antrim and Newtownabbey,95.15,4.79,Three_Mile_Water_G1,719,95.15,7.556742129283055
N20000141,Antrim and Newtownabbey,15.86,1.72,Three_Mile_Water_A5,351,15.86,22.137232873262683
N20000142,Antrim and Newtownabbey,5.07,1.01,Three_Mile_Water_F1,349,5.07,68.84244735541273
N20000143,Antrim and Newtownabbey,30.55,2.65,Three_Mile_Water_E3,625,30.55,20.459486104723837
N20000144,Antrim and Newtownabbey,6.36,1.09,Three_Mile_Water_D4,382,6.36,60.109952067835
N20000145,Antrim and Newtownabbey,5.19,1.3,Three_Mile_Water_F2,260,5.19,50.04959762762373
N20000146,Antrim and Newtownabbey,5.1,0.9,Three_Mile_Water_J1,402,5.1,78.8820674135023
N20000147,Antrim and Newtownabbey,9.05,1.87,Three_Mile_Water_F3,503,9.05,55.55198469680379
N20000148,Antrim and Newtownabbey,7.21,1.21,Three_Mile_Water_H1,310,7.21,43.01074791476972
N20000149,Antrim and Newtownabbey,21.13,2.87,Three_Mile_Water_E4,615,21.13,29.112145542426767
N20000150,Antrim and Newtownabbey,4.21,1.02,Three_Mile_Water_J2,319,4.21,75.6910639176611
N20000151,Antrim and Newtownabbey,9.46,1.24,Three_Mile_Water_H2,609,9.46,64.37730823134092
N20000152,Antrim and Newtownabbey,26.95,2.94,Three_Mile_Water_G2,368,26.95,13.656659341986455
N20000153,Antrim and Newtownabbey,28.16,2.74,Three_Mile_Water_K2,546,28.16,19.391070628472274
N20000154,Antrim and Newtownabbey,15.54,1.57,Three_Mile_Water_F4,786,15.54,50.586125240126755
N20000155,Antrim and Newtownabbey,15.54,1.96,Three_Mile_Water_J3,355,15.54,22.839627423814655
N20000156,Antrim and Newtownabbey,12.02,1.62,Three_Mile_Water_H3,674,12.02,56.08103686329291
N20000157,Antrim and Newtownabbey,11.29,1.75,Three_Mile_Water_H4,675,11.29,59.78590632402398
N20000158,Antrim and Newtownabbey,19.02,2.26,Three_Mile_Water_G3,596,19.02,31.32893169189942
N20000159,Antrim and Newtownabbey,14.59,1.79,Three_Mile_Water_J4,385,14.59,26.396335958694557
N20000160,Antrim and Newtownabbey,10.06,1.52,Three_Mile_Water_G4,365,10.06,36.27887776219209
N20000161,Antrim and Newtownabbey,58.45,5.1,Three_Mile_Water_K3,547,58.45,9.358496607104017
N20000162,Antrim and Newtownabbey,47.88,3.28,Three_Mile_Water_G5,748,47.88,15.620916966858664
N20000163,Antrim and Newtownabbey,6.24,1.04,Three_Mile_Water_K4,532,6.24,85.21095934656246
N20000164,Antrim and Newtownabbey,58.9,3.43,Macedon_A1,570,58.9,9.676814222555878
N20000165,Antrim and Newtownabbey,113.31,5.25,Macedon_A2,460,113.31,4.05977240782061
N20000166,Antrim and Newtownabbey,16.05,2.57,Macedon_B1,392,16.05,24.42284147164243
N20000167,Antrim and Newtownabbey,16.39,2.11,Macedon_B2,307,16.39,18.73618152917348
N20000168,Antrim and Newtownabbey,12.3,1.92,Macedon_C1,428,12.3,34.80007838138088
N20000169,Antrim and Newtownabbey,12.53,1.83,Macedon_B3,429,12.53,34.23770142320892
N20000170,Antrim and Newtownabbey,8.28,1.26,Macedon_C2,474,8.28,57.2428812612232
N20000171,Antrim and Newtownabbey,9.32,1.26,Macedon_C3,456,9.32,48.91117899524011
N20000172,Antrim and Newtownabbey,11.32,1.69,Macedon_B4,596,11.32,52.66475859683134
N20000173,Antrim and Newtownabbey,69.09,3.86,Macedon_A3,639,69.09,9.249456416477944
N20000174,Antrim and Newtownabbey,16.7,2.06,Macedon_D1,623,16.7,37.31392921406128
N20000175,Antrim and Newtownabbey,5.47,1.23,Macedon_C4,440,5.47,80.45114383141613
N20000176,Antrim and Newtownabbey,6.17,1.1,Macedon_C5,411,6.17,66.63638063595434
N20000177,Antrim and Newtownabbey,8.52,1.36,Macedon_B5,353,8.52,41.417142283497036
N20000178,Antrim and Newtownabbey,10.11,1.59,Macedon_E1,439,10.11,43.44170814852746
N20000179,Antrim and Newtownabbey,30.27,2.81,Macedon_E2,591,30.27,19.52611616757312
N20000180,Antrim and Newtownabbey,76.49,4.57,Macedon_D2,482,76.49,6.301117077630395
N20000181,Antrim and Newtownabbey,8.54,1.45,Macedon_F1,462,8.54,54.11162089409009
N20000182,Antrim and Newtownabbey,9.69,1.66,Macedon_D3,680,9.69,70.20381365503805
N20000183,Antrim and Newtownabbey,13.73,2.27,Macedon_F2,423,13.73,30.819581179588187
N20000184,Antrim and Newtownabbey,5.53,1.24,Macedon_F3,416,5.53,75.23649620022226
N20000185,Antrim and Newtownabbey,13.14,1.77,Macedon_E3,242,13.14,18.41762909574949
N20000186,Antrim and Newtownabbey,17.32,2.58,Macedon_H1,203,17.32,11.717590572101468
N20000187,Antrim and Newtownabbey,4.65,1.12,Macedon_F4,371,4.65,79.80360650105766
N20000188,Antrim and Newtownabbey,46.1,4.24,Macedon_H2,501,46.1,10.86782672650355
N20000189,Antrim and Newtownabbey,19.58,2.24,Macedon_J1,572,19.58,29.208069368503175
N20000190,Antrim and Newtownabbey,8.14,1.35,Macedon_G1,358,8.14,43.99255095718026
N20000191,Antrim and Newtownabbey,10.69,1.57,Macedon_E4,404,10.69,37.79748936395522
N20000192,Antrim and Newtownabbey,15.57,1.94,Macedon_G2,259,15.57,16.631393281111237
N20000193,Antrim and Newtownabbey,6.28,1.19,Macedon_G3,238,6.28,37.91234510902226
N20000194,Antrim and Newtownabbey,9.96,2.18,Macedon_K1,357,9.96,35.833022871682054
N20000195,Antrim and Newtownabbey,8.45,1.17,Macedon_G4,531,8.45,62.87443679877043
N20000196,Antrim and Newtownabbey,4.03,1.06,Macedon_J2,216,4.03,53.59023977300099
N20000197,Antrim and Newtownabbey,3.32,1.02,Macedon_K2,213,3.32,64.22829553933019
N20000198,Antrim and Newtownabbey,11.6,1.62,Macedon_K3,359,11.6,30.940521028301298
N20000199,Antrim and Newtownabbey,7.97,1.27,Macedon_G5,512,7.97,64.20692604031079
N20000200,Antrim and Newtownabbey,18.97,2.76,Macedon_K4,561,18.97,29.57529643988769
N20000201,Antrim and Newtownabbey,99.21,5.75,Macedon_J3,567,99.21,5.715317061280968
N20000202,Antrim and Newtownabbey,7.83,1.35,Macedon_K5,398,7.83,50.83376295769088
N20000203,Antrim and Newtownabbey,9.09,1.45,Macedon_J4,314,9.09,34.52449456293808
