LGD2014NAME,2015 Default Urban/Rural,SA2011,SOA2001_name,Multiple Deprivation Measure Rank,Income Domain Rank,Employment Domain Rank,Health Deprivation and Disability Domain Rank,"Education, Skills and Training Domain Rank",Access to Services Domain Rank,Living Environment Domain Rank,Crime and Disorder Domain Rank,Proportion of the population living in households whose equivalised income is below 60 per cent of the NI median,Proportion of the working age population who are employment deprived,Religion: Catholic,Religion: Presbyterian Church in Ireland,Religion: Church of Ireland,Religion: Methodist Church in Ireland,Religion: Other Christian (including Christian related),Religion: Other religions,Religion: No religion,Religion: Religion not stated,Religion: Catholic (%),Religion: Presbyterian Church in Ireland (%),Religion: Church of Ireland (%),Religion: Methodist Church in Ireland (%),Religion: Other Christian (including Christian related) (%),Religion: Other religions (%),Religion: No religion (%),Religion: Religion not stated (%),Area_Code,MYE,centre_x,centre_y,Type of long-term condition: Deafness or partial hearing loss (%),Type of long-term condition: Blindness or partial sight loss (%),Type of long-term condition: Communication difficulty (%),Type of long-term condition: A mobility or dexterity difficulty (%),"Type of long-term condition: A learning, intellectual, social or behavioural difficulty (%)","Type of long-term condition: An emotional, psychological or mental health condition (%)",Type of long-term condition: Long-term pain or discomfort (%),Type of long-term condition: Shortness of breath or difficulty breathing (%),Type of long-term condition: Frequent periods of confusion or memory loss (%),Type of long-term condition: A chronic illness (%),Type of long-term condition: Other condition (%),Type of long-term condition: No condition (%)
Belfast,Urban,N00001897,Minnowburn,2936,4108,2655,1650,1443,3054,1915,1822,0.07,0.16,7,64,97,11,36,4,36,28,2.47,22.61,34.28,3.89,12.72,1.41,12.72,9.89,N00001897,316,-5.934753360095336,54.54979909127174,8.83,2.83,1.06,14.13,1.06,9.89,11.66,11.66,3.89,9.54,4.95,62.54
Belfast,Urban,N00001898,Minnowburn,2483,3270,1840,1499,1375,3624,3202,1601,0.1,0.22,17,70,80,11,31,6,45,19,6.09,25.09,28.67,3.94,11.11,2.15,16.13,6.81,N00001898,286,-5.930807574352389,54.550495367185476,6.09,2.51,1.43,11.83,2.51,6.09,13.26,8.96,1.08,9.68,6.09,64.52
Belfast,Urban,N00001899,Minnowburn,485,245,625,398,1595,2942,3682,761,0.23,0.37,10,39,54,12,16,2,37,16,5.38,20.97,29.03,6.45,8.6,1.08,19.89,8.6,N00001899,170,-5.938881045360781,54.55438002910574,7.53,1.08,3.23,19.89,3.76,13.44,20.97,15.59,4.3,9.68,8.06,47.85
Lisburn and Castlereagh,Rural,N00001900,Moneyreagh_1,3643,3534,3711,4227,4265,594,913,4262,0.09,0.11,55,116,41,11,51,6,49,17,15.9,33.53,11.85,3.18,14.74,1.73,14.16,4.91,N00001900,416,-5.868884468333497,54.4956970621467,7.51,1.45,1.73,10.4,1.73,2.31,8.38,6.94,2.02,5.78,5.2,71.1
Lisburn and Castlereagh,Rural,N00001901,Moneyreagh_1,3934,3675,4217,3810,4349,795,1556,4515,0.08,0.08,16,196,46,15,35,0,50,19,4.24,51.99,12.2,3.98,9.28,0.0,13.26,5.04,N00001901,387,-5.864264975686986,54.54783781562175,7.16,1.86,0.8,10.61,0.8,3.71,7.96,6.37,1.33,3.98,5.04,73.21
Lisburn and Castlereagh,Rural,N00001902,Moneyreagh_1,3918,3264,4141,4364,4390,555,3836,4178,0.1,0.09,27,189,35,12,74,5,55,14,6.57,45.99,8.52,2.92,18.0,1.22,13.38,3.41,N00001902,408,-5.843811289171217,54.512486098863775,5.11,0.49,0.73,5.11,1.7,3.16,6.33,6.57,0.97,7.3,6.08,71.29
Lisburn and Castlereagh,Mixed urban/rural,N00001903,Moneyreagh_1,4163,3162,4405,4528,4170,1108,4230,3977,0.1,0.07,227,51,48,16,34,0,39,12,53.16,11.94,11.24,3.75,7.96,0.0,9.13,2.81,N00001903,415,-5.869380606064978,54.52975994188868,2.34,0.7,0.0,3.75,0.0,0.94,4.22,4.68,0.23,3.75,3.51,84.78
Lisburn and Castlereagh,Mixed urban/rural,N00001904,Moneyreagh_1,4206,4479,3786,3770,3609,1512,4365,2995,0.03,0.11,44,69,39,17,42,1,43,10,16.6,26.04,14.72,6.42,15.85,0.38,16.23,3.77,N00001904,255,-5.869659725330371,54.5163948166664,3.4,2.26,0.38,7.92,1.13,3.4,8.68,7.55,0.75,7.17,3.77,71.7
Lisburn and Castlereagh,Rural,N00001905,Moneyreagh_2,3160,4126,2923,2246,2519,1533,923,2115,0.06,0.15,9,126,53,5,18,3,40,13,3.37,47.19,19.85,1.87,6.74,1.12,14.98,4.87,N00001905,292,-5.864653025427749,54.56081931853346,11.61,2.62,1.12,13.48,1.12,5.24,11.99,11.99,2.62,11.24,7.87,56.18
Lisburn and Castlereagh,Rural,N00001906,Moneyreagh_2,3339,3943,3169,3268,3956,910,351,2847,0.07,0.14,6,154,25,6,42,2,47,26,1.95,50.0,8.12,1.95,13.64,0.65,15.26,8.44,N00001906,348,-5.824681737874897,54.55016019713257,6.49,1.95,0.65,12.66,1.3,3.9,11.36,7.14,1.3,12.34,6.49,62.34
Lisburn and Castlereagh,Rural,N00001907,Moneyreagh_2,4144,3884,3813,3911,4269,1345,2969,3651,0.08,0.11,11,154,46,12,47,2,48,11,3.32,46.53,13.9,3.63,14.2,0.6,14.5,3.32,N00001907,414,-5.822981586405322,54.53797247693472,7.55,2.42,1.81,9.97,2.11,3.93,10.27,8.16,1.51,8.16,5.44,67.67
Lisburn and Castlereagh,Rural,N00001908,Moneyreagh_2,2138,3082,1708,1539,1412,1226,3734,2011,0.1,0.23,8,177,36,15,20,1,37,27,2.49,55.14,11.21,4.67,6.23,0.31,11.53,8.41,N00001908,314,-5.837710556558706,54.531201324882566,6.85,1.25,1.25,17.76,2.49,7.79,14.64,11.84,2.49,6.85,6.85,62.93
Lisburn and Castlereagh,Rural,N00001909,Moneyreagh_2,3460,4234,2574,2832,2459,1388,3403,3655,0.06,0.17,2,178,37,11,32,4,58,9,0.6,53.78,11.18,3.32,9.67,1.21,17.52,2.72,N00001909,350,-5.826260634332158,54.529486445053074,3.32,1.51,0.91,9.06,1.21,5.44,9.97,9.06,1.21,7.85,3.02,69.49
Lisburn and Castlereagh,Rural,N00001910,Moneyreagh_2,4352,3816,4195,4324,4451,1339,4457,4535,0.08,0.08,5,197,68,30,42,4,31,9,1.3,51.04,17.62,7.77,10.88,1.04,8.03,2.33,N00001910,386,-5.832450112220598,54.52988511566672,6.99,0.78,0.78,6.22,1.55,2.33,7.51,8.81,0.26,5.18,6.48,70.73
Lisburn and Castlereagh,Urban,N00001911,Newtownbreda,2525,3008,1866,1581,1759,3707,3703,1027,0.1,0.21,41,76,52,15,24,2,63,17,14.14,26.21,17.93,5.17,8.28,0.69,21.72,5.86,N00001911,278,-5.910926890409046,54.55629935677269,4.14,1.38,1.72,13.45,2.41,4.83,12.41,10.69,1.72,7.59,6.55,66.9
Belfast,Urban,N00001912,Newtownbreda,2955,3063,1645,2037,3641,3276,2195,2481,0.1,0.23,143,50,57,20,28,4,89,37,33.41,11.68,13.32,4.67,6.54,0.93,20.79,8.64,N00001912,405,-5.919175022084572,54.561293522435946,7.01,2.57,1.4,11.21,1.64,5.14,9.58,8.64,1.64,7.24,4.91,66.82
Lisburn and Castlereagh,Urban,N00001913,Newtownbreda,4182,4500,3918,3584,3537,2676,929,3814,0.03,0.1,77,49,47,15,15,3,53,21,27.5,17.5,16.79,5.36,5.36,1.07,18.93,7.5,N00001913,249,-5.913362506960518,54.554921759657006,5.36,0.0,0.0,8.21,0.71,5.0,7.5,6.79,0.71,5.36,5.36,69.29
Lisburn and Castlereagh,Urban,N00001914,Newtownbreda,4394,4099,3819,3687,4145,3684,2939,2901,0.07,0.11,115,45,38,12,27,7,37,22,37.95,14.85,12.54,3.96,8.91,2.31,12.21,7.26,N00001914,301,-5.910599433697859,54.553634101959716,3.3,1.98,0.99,10.56,0.99,4.62,8.58,6.6,0.66,4.95,4.62,68.98
Lisburn and Castlereagh,Urban,N00001915,Newtownbreda,4489,4169,4237,4274,4298,3661,1625,4200,0.06,0.08,286,78,74,21,38,12,109,33,43.93,11.98,11.37,3.23,5.84,1.84,16.74,5.07,N00001915,618,-5.912901406911789,54.55214638405267,3.84,1.54,0.61,6.61,0.92,2.0,5.38,6.61,0.92,4.76,5.07,75.88
Lisburn and Castlereagh,Urban,N00001916,Newtownbreda,3848,2429,3850,3450,3743,4238,1689,2361,0.12,0.11,83,55,51,3,13,5,45,12,31.09,20.6,19.1,1.12,4.87,1.87,16.85,4.49,N00001916,277,-5.912294657218544,54.55827274892896,5.62,3.0,2.25,10.49,0.75,3.75,7.87,6.74,1.12,5.99,5.99,68.16
Lisburn and Castlereagh,Urban,N00001917,Newtownbreda,3814,3944,3262,3132,2709,4373,1400,1545,0.07,0.13,100,50,41,14,22,1,59,25,32.05,16.03,13.14,4.49,7.05,0.32,18.91,8.01,N00001917,320,-5.909150693199491,54.557778160283725,5.45,1.28,5.45,13.46,2.56,6.09,5.13,5.77,8.33,4.49,4.17,68.27
Lisburn and Castlereagh,Urban,N00001918,Newtownbreda,4440,4307,4022,3237,4225,4216,2481,3070,0.05,0.09,110,42,17,10,12,4,36,18,44.18,16.87,6.83,4.02,4.82,1.61,14.46,7.23,N00001918,241,-5.906313883527218,54.557324748009954,9.24,2.81,0.4,11.24,1.61,5.62,8.43,7.23,2.01,8.43,4.42,65.86
Belfast,Urban,N00001919,Tullycarnet,1734,2473,1674,1105,568,3234,2722,2441,0.12,0.23,6,109,79,13,28,1,56,32,1.85,33.64,24.38,4.01,8.64,0.31,17.28,9.88,N00001919,320,-5.830698798479577,54.58471779516416,5.86,1.23,0.93,9.88,4.32,6.79,11.42,10.8,1.85,5.56,4.32,65.74
Belfast,Urban,N00001920,Tullycarnet,3818,3546,3195,3149,2301,3894,2266,3732,0.09,0.14,4,109,70,17,48,5,61,13,1.22,33.33,21.41,5.2,14.68,1.53,18.65,3.98,N00001920,311,-5.834325563457603,54.59012899215147,5.5,1.22,1.22,11.93,2.45,3.67,11.31,8.87,0.61,9.79,3.36,65.44
Belfast,Urban,N00001921,Tullycarnet,1460,3839,1195,912,229,3391,2777,2179,0.08,0.28,3,125,69,15,9,0,31,20,1.1,45.96,25.37,5.51,3.31,0.0,11.4,7.35,N00001921,283,-5.828453151400636,54.589996765780796,6.25,1.47,3.68,19.49,4.41,6.25,13.6,17.65,1.47,13.24,5.15,55.88
Belfast,Urban,N00001922,Tullycarnet,1263,830,861,1307,1373,4130,3357,3182,0.18,0.32,6,115,41,30,40,0,37,31,2.0,38.33,13.67,10.0,13.33,0.0,12.33,10.33,N00001922,272,-5.834197106460959,54.58817689792133,4.67,2.67,4.67,17.67,6.0,5.67,14.0,14.0,2.67,8.67,5.0,59.0
Belfast,Urban,N00001923,Tullycarnet,78,26,141,464,180,4129,2377,1732,0.32,0.5,9,73,51,11,15,0,38,39,3.81,30.93,21.61,4.66,6.36,0.0,16.1,16.53,N00001923,202,-5.82698486376927,54.58851479096108,4.66,1.69,1.69,16.1,2.54,13.98,12.71,13.98,2.54,4.24,8.05,60.59
Belfast,Urban,N00001924,Tullycarnet,1766,3300,1704,1036,413,3069,3519,1654,0.09,0.23,15,118,62,25,37,2,63,45,4.09,32.15,16.89,6.81,10.08,0.54,17.17,12.26,N00001924,415,-5.826950615594596,54.58596236622618,1.63,0.54,1.36,6.81,3.0,6.27,8.45,10.35,1.09,5.45,4.36,70.84
Belfast,Urban,N00001925,Tullycarnet,1610,3747,1149,925,395,3752,3216,2028,0.08,0.29,0,98,71,24,20,0,35,25,0.0,35.9,26.01,8.79,7.33,0.0,12.82,9.16,N00001925,310,-5.830774401846088,54.58736979641906,6.59,1.1,2.2,17.58,2.93,7.69,15.75,14.29,2.56,8.42,8.42,59.71
Belfast,Urban,N00001926,Tullycarnet,1144,1617,980,1109,322,3808,2227,2878,0.15,0.31,0,90,92,19,31,1,73,14,0.0,28.13,28.75,5.94,9.69,0.31,22.81,4.38,N00001926,308,-5.832270793822541,54.58599492375598,5.0,1.56,0.94,14.38,2.19,7.81,13.44,13.44,1.56,8.13,5.63,58.13
Belfast,Urban,N00001927,Upper Braniel,1683,857,2237,1509,1462,2825,2404,2810,0.18,0.19,8,57,41,32,11,0,52,24,3.56,25.33,18.22,14.22,4.89,0.0,23.11,10.67,N00001927,250,-5.848863274499389,54.57997451928939,11.11,3.11,0.89,13.33,2.67,7.11,11.11,10.22,4.0,7.56,8.44,62.22
Belfast,Urban,N00001928,Upper Braniel,2447,3078,1970,1550,1408,2415,3744,1904,0.1,0.21,12,64,53,40,10,0,42,11,5.17,27.59,22.84,17.24,4.31,0.0,18.1,4.74,N00001928,258,-5.852433119011629,54.58003795248414,13.36,5.17,1.72,18.53,0.86,8.19,17.67,10.78,3.02,13.36,11.64,54.31
Belfast,Mixed urban/rural,N00001929,Upper Braniel,3878,3286,3639,3978,4069,1598,1313,3699,0.1,0.12,55,135,77,37,50,2,65,19,12.5,30.68,17.5,8.41,11.36,0.45,14.77,4.32,N00001929,464,-5.8525708784446895,54.570363326522916,4.77,0.23,0.45,8.64,0.91,2.5,7.95,7.05,1.82,7.73,4.77,71.36
Belfast,Urban,N00001930,Upper Braniel,1987,1764,2627,1353,903,2889,2078,2213,0.14,0.16,4,112,23,33,23,1,42,11,1.61,44.98,9.24,13.25,9.24,0.4,16.87,4.42,N00001930,248,-5.851809510399787,54.57866112766566,3.61,1.61,0.4,12.85,1.2,8.03,10.04,9.24,2.81,8.84,6.83,67.07
Belfast,Urban,N00001931,Upper Braniel,2824,3813,2128,1284,2031,2885,3084,2337,0.08,0.19,7,81,34,28,43,0,65,9,2.62,30.34,12.73,10.49,16.1,0.0,24.34,3.37,N00001931,285,-5.854902538497676,54.577494032306596,7.49,3.37,3.0,18.73,3.75,7.12,11.99,12.36,3.0,9.74,8.24,63.67
Belfast,Urban,N00001932,Upper Braniel,3786,2736,3224,3693,3501,2958,2384,3216,0.11,0.14,6,91,56,36,35,1,43,10,2.16,32.73,20.14,12.95,12.59,0.36,15.47,3.6,N00001932,252,-5.865584541313405,54.57612856356125,7.91,2.52,1.44,10.79,1.8,3.24,9.35,7.55,1.08,5.76,7.91,64.39
Belfast,Urban,N00001933,Upper Braniel,4298,4175,3749,3735,4196,2699,3173,2274,0.06,0.11,17,115,40,29,39,0,44,8,5.82,39.38,13.7,9.93,13.36,0.0,15.07,2.74,N00001933,357,-5.863265359144111,54.57552154908003,5.82,2.4,0.68,10.62,0.68,6.16,7.88,6.51,1.37,9.93,5.14,69.18
Belfast,Urban,N00001934,Upper Braniel,2184,2287,1690,1595,1949,2694,2251,1436,0.12,0.23,5,74,54,24,33,1,61,13,1.89,27.92,20.38,9.06,12.45,0.38,23.02,4.91,N00001934,306,-5.845885606621075,54.579535163538,7.55,3.77,1.89,14.34,1.13,6.42,12.08,13.96,2.64,13.21,9.81,57.36
Belfast,Urban,N00001935,Wynchurch,4433,4229,4456,4282,4442,3947,643,2950,0.06,0.06,114,52,50,20,27,5,73,9,32.57,14.86,14.29,5.71,7.71,1.43,20.86,2.57,N00001935,375,-5.894755748115428,54.57041311300097,4.29,0.86,1.71,6.0,2.0,3.14,6.86,8.86,1.43,6.0,4.0,72.57
Belfast,Urban,N00001936,Wynchurch,4507,3751,4462,4165,4286,3794,3283,3660,0.08,0.06,181,32,22,7,8,1,35,18,59.54,10.53,7.24,2.3,2.63,0.33,11.51,5.92,N00001936,320,-5.899701942452842,54.568657155482306,5.92,2.63,0.33,6.58,2.63,3.62,6.25,7.24,1.64,7.24,1.64,71.05
Belfast,Urban,N00001937,Wynchurch,4320,4526,3432,2680,3890,3820,4187,3406,0.02,0.13,177,25,13,14,4,1,44,26,58.22,8.22,4.28,4.61,1.32,0.33,14.47,8.55,N00001937,334,-5.9041812792554005,54.56785431761191,9.54,1.32,1.64,12.17,2.3,3.95,7.24,5.26,0.66,7.24,2.96,66.12
Belfast,Urban,N00001938,Wynchurch,2018,2304,1757,1261,846,4187,2620,2983,0.12,0.22,8,114,39,28,39,11,57,15,2.57,36.66,12.54,9.0,12.54,3.54,18.33,4.82,N00001938,332,-5.897086530278572,54.57199910329219,5.14,1.61,1.93,16.4,2.89,6.11,17.68,13.83,3.22,9.65,7.72,57.56
Belfast,Urban,N00001939,Wynchurch,2323,3219,1600,2187,897,4263,1709,1617,0.1,0.24,46,70,45,12,12,1,67,25,16.55,25.18,16.19,4.32,4.32,0.36,24.1,8.99,N00001939,306,-5.90208631344993,54.571609718078065,7.55,3.96,2.16,14.03,1.44,5.4,14.03,7.91,2.52,7.55,4.32,69.42
Belfast,Urban,N00001940,Wynchurch,4292,4070,4007,3728,4057,4182,1038,2492,0.07,0.1,209,31,22,10,5,7,64,11,58.22,8.64,6.13,2.79,1.39,1.95,17.83,3.06,N00001940,370,-5.90577005414985,54.57034376089206,3.9,0.28,1.67,7.52,0.56,4.46,8.64,6.69,1.11,4.74,4.74,73.54
Belfast,Urban,N00001941,Wynchurch,4481,3870,4269,3912,3898,4064,4097,3054,0.08,0.08,135,30,26,16,19,3,38,17,47.54,10.56,9.15,5.63,6.69,1.06,13.38,5.99,N00001941,270,-5.901483753658831,54.56979325519983,8.8,2.11,1.06,11.62,1.76,4.23,9.51,5.28,0.35,5.99,3.87,68.66
Causeway Coast and Glens,Rural,N00001942,Agivey,3039,1669,3613,4057,4244,647,3207,2021,0.14,0.12,43,171,92,5,63,1,61,15,9.53,37.92,20.4,1.11,13.97,0.22,13.53,3.33,N00001942,456,-6.619237275583611,55.06549305221436,4.21,1.11,0.22,7.98,1.11,2.44,9.53,3.99,0.89,5.1,3.55,75.39
Causeway Coast and Glens,Rural,N00001943,Agivey,2428,1845,3179,3338,2535,603,550,3456,0.14,0.14,159,135,54,3,34,1,27,16,37.06,31.47,12.59,0.7,7.93,0.23,6.29,3.73,N00001943,443,-6.602978691579608,55.03030838720654,5.36,2.56,2.33,9.56,4.66,3.96,11.19,6.06,2.1,5.59,6.06,64.8
Causeway Coast and Glens,Rural,N00001944,Agivey,1827,1853,2086,2407,1988,531,430,3542,0.14,0.2,42,139,110,2,27,2,32,11,11.51,38.08,30.14,0.55,7.4,0.55,8.77,3.01,N00001944,344,-6.632519185275288,55.02944920983323,7.67,1.37,1.92,10.14,2.47,5.75,9.59,9.04,3.29,5.48,5.75,64.11
Causeway Coast and Glens,Rural,N00001945,Agivey,2879,2201,3581,4287,3675,268,1193,3905,0.13,0.12,138,180,53,1,43,1,19,5,31.36,40.91,12.05,0.23,9.77,0.23,4.32,1.14,N00001945,455,-6.6166268430510575,54.983238632852554,2.95,2.05,1.36,8.64,1.82,2.27,8.64,5.23,0.68,4.77,6.14,74.32
Causeway Coast and Glens,Rural,N00001946,Agivey,2206,1170,3443,3599,3444,193,1489,4091,0.16,0.13,121,154,32,0,6,0,14,25,34.38,43.75,9.09,0.0,1.7,0.0,3.98,7.1,N00001946,387,-6.599796740414835,55.002261559948586,5.68,0.85,1.14,7.95,0.85,3.69,8.81,5.97,0.57,9.66,3.69,71.02
Causeway Coast and Glens,Rural,N00001947,Agivey,3165,2573,3183,3405,2907,934,2904,2398,0.12,0.14,43,212,91,5,33,2,47,29,9.31,45.89,19.7,1.08,7.14,0.43,10.17,6.28,N00001947,434,-6.6486810219274375,55.09101252663571,3.9,1.3,1.52,9.52,2.16,3.9,8.87,4.98,1.08,8.01,3.03,70.56
Causeway Coast and Glens,Urban,N00001948,Atlantic,50,11,121,704,303,1912,2653,139,0.35,0.51,35,48,51,0,10,0,32,40,16.2,22.22,23.61,0.0,4.63,0.0,14.81,18.52,N00001948,244,-6.659068984584342,55.19376883398949,1.85,0.0,1.85,6.94,3.24,7.41,8.8,9.72,1.39,5.56,5.09,69.44
Causeway Coast and Glens,Urban,N00001949,Atlantic,3420,2599,3133,3663,3152,1379,3641,2475,0.12,0.14,188,156,107,18,59,2,92,63,27.45,22.77,15.62,2.63,8.61,0.29,13.43,9.2,N00001949,741,-6.690541318336577,55.18888277189216,6.42,1.61,1.46,7.59,1.75,3.36,8.03,4.53,1.02,5.11,5.26,72.85
Causeway Coast and Glens,Urban,N00001950,Atlantic,27,37,49,339,202,1944,3867,187,0.3,0.56,61,35,58,3,5,1,27,40,26.52,15.22,25.22,1.3,2.17,0.43,11.74,17.39,N00001950,244,-6.662232373486614,55.19121645803897,5.22,1.74,1.74,18.7,4.35,11.74,14.78,12.17,3.91,8.7,5.22,59.13
Causeway Coast and Glens,Urban,N00001951,Atlantic,3835,3714,3108,4027,3582,1930,2151,2063,0.08,0.14,70,50,38,7,16,3,42,12,29.41,21.01,15.97,2.94,6.72,1.26,17.65,5.04,N00001951,210,-6.708495748941958,55.188149037323946,5.46,2.94,0.84,7.98,0.84,2.94,5.88,4.62,0.0,7.98,4.62,71.43
Causeway Coast and Glens,Urban,N00001952,Atlantic,2079,2918,845,1798,2185,2775,2515,2571,0.11,0.33,92,48,54,6,6,1,34,25,34.59,18.05,20.3,2.26,2.26,0.38,12.78,9.4,N00001952,229,-6.708751500585448,55.18606768461734,6.39,0.38,0.75,12.03,1.5,6.39,11.28,7.14,1.88,7.89,4.89,63.53
Causeway Coast and Glens,Urban,N00001953,Atlantic,723,598,573,644,1042,3277,4017,1656,0.19,0.38,46,44,48,6,9,0,30,17,23.0,22.0,24.0,3.0,4.5,0.0,15.0,8.5,N00001953,219,-6.711182321143065,55.18469205465818,7.0,2.5,3.5,14.0,5.5,12.5,16.5,11.5,2.5,8.5,8.0,56.0
Causeway Coast and Glens,Urban,N00001954,Atlantic,4142,3377,4015,4336,4513,2361,1334,2541,0.09,0.1,59,72,52,12,19,1,27,12,23.23,28.35,20.47,4.72,7.48,0.39,10.63,4.72,N00001954,260,-6.708167897137345,55.182755747295026,10.63,1.18,0.79,9.84,1.18,1.97,7.87,3.94,1.18,5.51,6.3,69.29
Causeway Coast and Glens,Urban,N00001955,Atlantic,687,152,1480,3326,1311,1671,3514,7,0.25,0.25,58,76,45,3,22,4,53,24,20.35,26.67,15.79,1.05,7.72,1.4,18.6,8.42,N00001955,233,-6.6724693531324535,55.194544287990205,4.21,1.4,1.05,8.07,2.46,4.21,5.61,7.37,0.35,5.96,6.32,69.82
Causeway Coast and Glens,Urban,N00001956,Ballysally_1,37,78,73,136,282,2787,901,467,0.28,0.53,12,54,63,0,28,3,37,10,5.8,26.09,30.43,0.0,13.53,1.45,17.87,4.83,N00001956,271,-6.658713492962648,55.14640596202089,2.9,0.97,1.45,7.73,2.42,9.66,11.59,14.49,0.97,7.73,6.76,63.29
Causeway Coast and Glens,Urban,N00001957,Ballysally_1,2805,2322,2570,2488,2055,2313,3410,1897,0.12,0.17,25,63,96,7,32,4,42,25,8.5,21.43,32.65,2.38,10.88,1.36,14.29,8.5,N00001957,269,-6.662829389097841,55.15324244835614,2.72,0.34,0.68,9.18,1.02,5.78,9.86,9.52,1.02,4.08,4.42,70.75
Causeway Coast and Glens,Urban,N00001958,Ballysally_1,160,34,283,580,879,2618,1134,1164,0.31,0.45,31,106,111,2,19,2,36,19,9.51,32.52,34.05,0.61,5.83,0.61,11.04,5.83,N00001958,322,-6.660763492220191,55.15075838328215,3.37,0.92,3.37,9.2,2.76,11.04,11.66,10.43,1.84,3.99,4.6,64.11
Causeway Coast and Glens,Urban,N00001959,Ballysally_1,164,101,228,719,587,2766,1273,229,0.27,0.47,19,90,77,2,4,2,38,29,7.28,34.48,29.5,0.77,1.53,0.77,14.56,11.11,N00001959,277,-6.663964500146603,55.149320287238396,4.6,1.92,1.92,11.11,2.3,8.43,11.49,10.73,2.3,5.36,5.75,63.6
Causeway Coast and Glens,Urban,N00001960,Ballysally_1,36,52,31,346,367,2663,1506,304,0.29,0.57,27,59,97,6,20,3,64,42,8.49,18.55,30.5,1.89,6.29,0.94,20.13,13.21,N00001960,311,-6.6592318558517745,55.1482532110607,4.09,1.57,5.03,13.84,7.23,10.69,11.95,12.26,1.89,6.29,7.86,56.92
Causeway Coast and Glens,Urban,N00001961,Ballysally_2,2300,1667,2141,1913,1835,2459,3863,2161,0.14,0.19,65,122,121,11,27,4,61,8,15.51,29.12,28.88,2.63,6.44,0.95,14.56,1.91,N00001961,405,-6.6535757166784135,55.14620556837869,3.58,0.95,0.72,9.79,1.19,4.53,8.83,6.21,0.72,4.53,5.25,72.79
Causeway Coast and Glens,Urban,N00001962,Ballysally_2,3147,3949,2350,2750,1827,1841,3067,2195,0.07,0.18,46,49,53,9,8,3,32,9,22.01,23.44,25.36,4.31,3.83,1.44,15.31,4.31,N00001962,211,-6.663996865014917,55.146005864963165,4.31,0.96,0.96,11.0,2.87,3.83,11.96,9.09,0.96,10.53,6.22,66.03
Causeway Coast and Glens,Urban,N00001963,Ballysally_2,138,295,149,188,470,2263,1790,389,0.22,0.5,11,40,46,0,20,0,27,23,6.59,23.95,27.54,0.0,11.98,0.0,16.17,13.77,N00001963,179,-6.660211211162889,55.14290104640007,4.19,0.6,2.4,12.57,4.79,12.57,15.57,13.77,1.8,10.18,5.39,56.29
Causeway Coast and Glens,Urban,N00001964,Ballysally_2,285,426,331,528,262,2723,1895,784,0.21,0.43,27,65,101,5,16,1,44,10,10.04,24.16,37.55,1.86,5.95,0.37,16.36,3.72,N00001964,335,-6.65679050595063,55.143887463968035,3.35,1.12,0.74,10.41,3.35,12.64,11.15,5.95,1.49,3.35,7.06,63.57
Causeway Coast and Glens,Rural,N00001965,Castlerock_1,3173,2043,3605,3496,4077,702,1832,3839,0.13,0.12,34,121,89,2,12,5,29,12,11.18,39.8,29.28,0.66,3.95,1.64,9.54,3.95,N00001965,260,-6.826531000646517,55.15886327520109,5.92,2.96,0.33,10.53,1.64,6.25,10.2,8.22,1.64,6.25,2.3,66.45
Causeway Coast and Glens,Rural,N00001966,Castlerock_1,3599,2885,3320,4191,3619,1250,2795,2272,0.11,0.13,46,211,117,1,16,5,18,20,10.6,48.62,26.96,0.23,3.69,1.15,4.15,4.61,N00001966,418,-6.784311125987526,55.14753510973644,4.84,0.46,1.15,8.99,1.61,2.76,7.83,7.83,1.38,4.38,4.15,74.65
Causeway Coast and Glens,Rural,N00001967,Castlerock_1,1751,523,3119,4120,2624,361,2558,3755,0.2,0.14,117,191,66,5,25,4,39,21,25.0,40.81,14.1,1.07,5.34,0.85,8.33,4.49,N00001967,489,-6.822178930777147,55.135654269678575,4.27,1.5,0.85,8.33,1.07,2.56,8.55,6.62,0.64,5.34,3.63,73.93
Causeway Coast and Glens,Rural,N00001968,Castlerock_1,588,774,905,1727,85,1493,3313,1056,0.18,0.32,45,161,91,0,8,3,18,14,13.24,47.35,26.76,0.0,2.35,0.88,5.29,4.12,N00001968,360,-6.7644296520842,55.145287008280455,6.76,0.0,1.47,11.18,2.06,5.88,9.71,7.94,4.71,6.76,3.82,68.24
Causeway Coast and Glens,Rural,N00001969,Castlerock_2,2657,1232,3283,3176,3755,1145,2898,1946,0.16,0.13,77,181,115,5,36,5,71,41,14.5,34.09,21.66,0.94,6.78,0.94,13.37,7.72,N00001969,532,-6.794336221078197,55.15784835341248,8.29,2.26,0.94,10.92,1.88,5.08,11.11,6.97,1.51,8.47,5.46,63.47
Causeway Coast and Glens,Rural,N00001970,Castlerock_2,1732,1742,1275,2215,1038,1402,4199,4061,0.14,0.27,67,83,107,2,8,1,20,5,22.87,28.33,36.52,0.68,2.73,0.34,6.83,1.71,N00001970,292,-6.794581531683071,55.16167752156032,8.53,3.07,0.34,12.97,0.34,3.75,11.95,14.68,1.71,6.83,6.83,62.46
